"","locations","input"
"1255","(7, 225)            ","0                   "
"1256","(7, 226)            ","0                   "
"1257","(7, 234)            ","0                   "
"1258","(7, 235)            ","0                   "
"1259","(8, 0)              ","0                   "
"1260","(8, 1)              ","0                   "
"1261","(8, 2)              ","0                   "
"1262","(8, 3)              ","0                   "
"1263","(8, 4)              ","0                   "
"1264","(8, 5)              ","0                   "
"1265","(8, 6)              ","0                   "
"1266","(8, 7)              ","0                   "
"1267","(8, 8)              ","0                   "
"1268","(8, 9)              ","0                   "
"1269","(8, 10)             ","0                   "
"1270","(8, 11)             ","0                   "
"1271","(8, 12)             ","0                   "
"1272","(8, 13)             ","0                   "
"1273","(8, 14)             ","0                   "
"1274","(8, 15)             ","0                   "
"1275","(8, 16)             ","0                   "
"1276","(8, 17)             ","0                   "
"1277","(8, 19)             ","0                   "
"1278","(8, 20)             ","0                   "
"1279","(8, 21)             ","0                   "
"1280","(8, 22)             ","0                   "
"1281","(8, 23)             ","0                   "
"1282","(8, 24)             ","0                   "
"1283","(8, 25)             ","0                   "
"1284","(8, 26)             ","0                   "
"1285","(8, 27)             ","0                   "
"1286","(8, 28)             ","0                   "
"1287","(8, 29)             ","0                   "
"1288","(8, 30)             ","0                   "
"1289","(8, 31)             ","0                   "
"1290","(8, 32)             ","0                   "
"1291","(8, 33)             ","0                   "
"1292","(8, 34)             ","0                   "
"1293","(8, 35)             ","0                   "
"1294","(8, 36)             ","0                   "
"1295","(8, 37)             ","0                   "
"1296","(8, 38)             ","0                   "
"1297","(8, 39)             ","0                   "
"1298","(8, 40)             ","0                   "
"1299","(8, 41)             ","0                   "
"1300","(8, 42)             ","0                   "
"1301","(8, 43)             ","0                   "
"1302","(8, 44)             ","0                   "
"1303","(8, 45)             ","0                   "
"1304","(8, 46)             ","0                   "
"1305","(8, 47)             ","0                   "
"1306","(8, 48)             ","0                   "
"1307","(8, 49)             ","0                   "
"1308","(8, 50)             ","0                   "
"1309","(8, 51)             ","0                   "
"1310","(8, 52)             ","0                   "
"1311","(8, 53)             ","0                   "
"1312","(8, 54)             ","0                   "
"1313","(8, 55)             ","0                   "
"1314","(8, 56)             ","0                   "
"1315","(8, 57)             ","0                   "
"1316","(8, 58)             ","0                   "
"1317","(8, 59)             ","0                   "
"1318","(8, 60)             ","0                   "
"1319","(8, 61)             ","0                   "
"1320","(8, 62)             ","0                   "
"1321","(8, 63)             ","0                   "
"1322","(8, 64)             ","0                   "
"1323","(8, 65)             ","0                   "
"1324","(8, 66)             ","0                   "
"1325","(8, 68)             ","0                   "
"1326","(8, 69)             ","0                   "
"1327","(8, 70)             ","0                   "
"1328","(8, 71)             ","0                   "
"1329","(8, 73)             ","0                   "
"1330","(8, 74)             ","0                   "
"1331","(8, 75)             ","0                   "
"1332","(8, 76)             ","0                   "
"1333","(8, 77)             ","0                   "
"1334","(8, 81)             ","0                   "
"1335","(8, 83)             ","0                   "
"1336","(8, 86)             ","0                   "
"1337","(8, 87)             ","0                   "
"1338","(8, 88)             ","0                   "
"1339","(8, 89)             ","0                   "
"1340","(8, 90)             ","0                   "
"1341","(8, 91)             ","0                   "
"1342","(8, 96)             ","0                   "
"1343","(8, 97)             ","0                   "
"1344","(8, 99)             ","0                   "
"1345","(8, 100)            ","0                   "
"1346","(8, 101)            ","0                   "
"1347","(8, 105)            ","0                   "
"1348","(8, 106)            ","0                   "
"1349","(8, 107)            ","0                   "
"1350","(8, 110)            ","0                   "
"1351","(8, 111)            ","0                   "
"1352","(8, 113)            ","0                   "
"1353","(8, 114)            ","0                   "
"1354","(8, 116)            ","0                   "
"1355","(8, 119)            ","0                   "
"1356","(8, 123)            ","0                   "
"1357","(8, 124)            ","0                   "
"1358","(8, 126)            ","0                   "
"1359","(8, 127)            ","0                   "
"1360","(8, 129)            ","0                   "
"1361","(8, 136)            ","0                   "
"1362","(8, 137)            ","0                   "
"1363","(8, 139)            ","0                   "
"1364","(8, 141)            ","0                   "
"1365","(8, 142)            ","0                   "
"1366","(8, 143)            ","0                   "
"1367","(8, 144)            ","0                   "
"1368","(8, 146)            ","0                   "
"1369","(8, 149)            ","0                   "
"1370","(8, 155)            ","0                   "
"1371","(8, 160)            ","0                   "
"1372","(8, 163)            ","0                   "
"1373","(8, 169)            ","0                   "
"1374","(8, 178)            ","0                   "
"1375","(8, 179)            ","0                   "
"1376","(9, 0)              ","0                   "
"1377","(9, 1)              ","0                   "
"1378","(9, 2)              ","0                   "
"1379","(9, 3)              ","0                   "
"1380","(9, 4)              ","0                   "
"1381","(9, 5)              ","0                   "
"1382","(9, 6)              ","0                   "
"1383","(9, 7)              ","0                   "
"1384","(9, 8)              ","0                   "
"1385","(9, 9)              ","0                   "
"1386","(9, 10)             ","0                   "
"1387","(9, 11)             ","0                   "
"1388","(9, 12)             ","0                   "
"1389","(9, 13)             ","0                   "
"1390","(9, 14)             ","0                   "
"1391","(9, 15)             ","0                   "
"1392","(9, 16)             ","0                   "
"1393","(9, 17)             ","0                   "
"1394","(9, 18)             ","0                   "
"1395","(9, 19)             ","0                   "
"1396","(9, 20)             ","0                   "
"1397","(9, 21)             ","0                   "
"1398","(9, 22)             ","0                   "
"1399","(9, 23)             ","0                   "
"1400","(9, 24)             ","0                   "
"1401","(9, 25)             ","0                   "
"1402","(9, 26)             ","0                   "
"1403","(9, 27)             ","0                   "
"1404","(9, 28)             ","0                   "
"1405","(9, 29)             ","0                   "
"1406","(9, 30)             ","0                   "
"1407","(9, 31)             ","0                   "
"1408","(9, 32)             ","0                   "
"1409","(9, 33)             ","0                   "
"1410","(9, 34)             ","0                   "
"1411","(9, 35)             ","0                   "
"1412","(9, 36)             ","0                   "
"1413","(9, 37)             ","0                   "
"1414","(9, 38)             ","0                   "
"1415","(9, 39)             ","0                   "
"1416","(9, 40)             ","0                   "
"1417","(9, 41)             ","0                   "
"1418","(9, 42)             ","0                   "
"1419","(9, 43)             ","0                   "
"1420","(9, 44)             ","0                   "
"1421","(9, 45)             ","0                   "
"1422","(9, 46)             ","0                   "
"1423","(9, 48)             ","0                   "
"1424","(9, 49)             ","0                   "
"1425","(9, 50)             ","0                   "
"1426","(9, 51)             ","0                   "
"1427","(9, 52)             ","0                   "
"1428","(9, 53)             ","0                   "
"1429","(9, 54)             ","0                   "
"1430","(9, 55)             ","0                   "
"1431","(9, 56)             ","0                   "
"1432","(9, 57)             ","0                   "
"1433","(9, 58)             ","0                   "
"1434","(9, 59)             ","0                   "
"1435","(9, 60)             ","0                   "
"1436","(9, 61)             ","0                   "
"1437","(9, 62)             ","0                   "
"1438","(9, 63)             ","0                   "
"1439","(9, 64)             ","0                   "
"1440","(9, 65)             ","0                   "
"1441","(9, 66)             ","0                   "
"1442","(9, 68)             ","0                   "
"1443","(9, 69)             ","0                   "
"1444","(9, 70)             ","0                   "
"1445","(9, 74)             ","0                   "
"1446","(9, 75)             ","0                   "
"1447","(9, 76)             ","0                   "
"1448","(9, 77)             ","0                   "
"1449","(9, 83)             ","0                   "
"1450","(9, 84)             ","0                   "
"1451","(9, 85)             ","0                   "
"1452","(9, 87)             ","0                   "
"1453","(9, 88)             ","0                   "
"1454","(9, 89)             ","0                   "
"1455","(9, 90)             ","0                   "
"1456","(9, 93)             ","0                   "
"1457","(9, 96)             ","0                   "
"1458","(9, 97)             ","0                   "
"1459","(9, 98)             ","0                   "
"1460","(9, 99)             ","0                   "
"1461","(9, 100)            ","0                   "
"1462","(9, 101)            ","0                   "
"1463","(9, 102)            ","0                   "
"1464","(9, 103)            ","0                   "
"1465","(9, 105)            ","0                   "
"1466","(9, 106)            ","0                   "
"1467","(9, 107)            ","0                   "
"1468","(9, 110)            ","0                   "
"1469","(9, 111)            ","0                   "
"1470","(9, 112)            ","0                   "
"1471","(9, 113)            ","0                   "
"1472","(9, 114)            ","0                   "
"1473","(9, 116)            ","0                   "
"1474","(9, 119)            ","0                   "
"1475","(9, 121)            ","0                   "
"1476","(9, 123)            ","0                   "
"1477","(9, 124)            ","0                   "
"1478","(9, 125)            ","0                   "
"1479","(9, 127)            ","0                   "
"1480","(9, 133)            ","0                   "
"1481","(9, 134)            ","0                   "
"1482","(9, 136)            ","0                   "
"1483","(9, 137)            ","0                   "
"1484","(9, 139)            ","0                   "
"1485","(9, 140)            ","0                   "
"1486","(9, 141)            ","0                   "
"1487","(9, 142)            ","0                   "
"1488","(9, 143)            ","0                   "
"1489","(9, 144)            ","0                   "
"1490","(9, 147)            ","0                   "
"1491","(9, 154)            ","0                   "
"1492","(9, 165)            ","0                   "
"1493","(9, 178)            ","0                   "
"1494","(9, 195)            ","0                   "
"1495","(10, 0)             ","0                   "
"1496","(10, 1)             ","0                   "
"1497","(10, 2)             ","0                   "
"1498","(10, 3)             ","0                   "
"1499","(10, 4)             ","0                   "
"1500","(10, 5)             ","0                   "
"1501","(10, 6)             ","0                   "
"1502","(10, 7)             ","0                   "
"1503","(10, 8)             ","0                   "
"1504","(10, 9)             ","0                   "
"1505","(10, 10)            ","0                   "
"1506","(10, 11)            ","0                   "
"1507","(10, 12)            ","0                   "
"1508","(10, 13)            ","0                   "
"1509","(10, 14)            ","0                   "
"1510","(10, 15)            ","0                   "
"1511","(10, 16)            ","0                   "
"1512","(10, 17)            ","0                   "
"1513","(10, 18)            ","0                   "
"1514","(10, 19)            ","0                   "
"1515","(10, 20)            ","0                   "
"1516","(10, 21)            ","0                   "
"1517","(10, 22)            ","0                   "
"1518","(10, 23)            ","0                   "
"1519","(10, 24)            ","0                   "
"1520","(10, 25)            ","0                   "
"1521","(10, 26)            ","0                   "
"1522","(10, 27)            ","0                   "
"1523","(10, 28)            ","0                   "
"1524","(10, 29)            ","0                   "
"1525","(10, 30)            ","0                   "
"1526","(10, 31)            ","0                   "
"1527","(10, 32)            ","0                   "
"1528","(10, 33)            ","0                   "
"1529","(10, 34)            ","0                   "
"1530","(10, 35)            ","0                   "
"1531","(10, 36)            ","0                   "
"1532","(10, 37)            ","0                   "
"1533","(10, 38)            ","0                   "
"1534","(10, 39)            ","0                   "
"1535","(10, 40)            ","0                   "
"1536","(10, 41)            ","0                   "
"1537","(10, 42)            ","0                   "
"1538","(10, 43)            ","0                   "
"1539","(10, 44)            ","0                   "
"1540","(10, 45)            ","0                   "
"1541","(10, 46)            ","0                   "
"1542","(10, 47)            ","0                   "
"1543","(10, 48)            ","0                   "
"1544","(10, 50)            ","0                   "
"1545","(10, 51)            ","0                   "
"1546","(10, 52)            ","0                   "
"1547","(10, 53)            ","0                   "
"1548","(10, 54)            ","0                   "
"1549","(10, 55)            ","0                   "
"1550","(10, 56)            ","0                   "
"1551","(10, 57)            ","0                   "
"1552","(10, 58)            ","0                   "
"1553","(10, 59)            ","0                   "
"1554","(10, 60)            ","0                   "
"1555","(10, 61)            ","0                   "
"1556","(10, 62)            ","0                   "
"1557","(10, 63)            ","0                   "
"1558","(10, 64)            ","0                   "
"1559","(10, 65)            ","0                   "
"1560","(10, 66)            ","0                   "
"1561","(10, 68)            ","0                   "
"1562","(10, 69)            ","0                   "
"1563","(10, 70)            ","0                   "
"1564","(10, 71)            ","0                   "
"1565","(10, 72)            ","0                   "
"1566","(10, 73)            ","0                   "
"1567","(10, 74)            ","0                   "
"1568","(10, 75)            ","0                   "
"1569","(10, 76)            ","0                   "
"1570","(10, 77)            ","0                   "
"1571","(10, 78)            ","0                   "
"1572","(10, 79)            ","0                   "
"1573","(10, 80)            ","0                   "
"1574","(10, 83)            ","0                   "
"1575","(10, 84)            ","0                   "
"1576","(10, 85)            ","0                   "
"1577","(10, 86)            ","0                   "
"1578","(10, 87)            ","0                   "
"1579","(10, 88)            ","0                   "
"1580","(10, 89)            ","0                   "
"1581","(10, 90)            ","0                   "
"1582","(10, 91)            ","0                   "
"1583","(10, 92)            ","0                   "
"1584","(10, 95)            ","0                   "
"1585","(10, 96)            ","0                   "
"1586","(10, 97)            ","0                   "
"1587","(10, 99)            ","0                   "
"1588","(10, 100)           ","0                   "
"1589","(10, 101)           ","0                   "
"1590","(10, 102)           ","0                   "
"1591","(10, 103)           ","0                   "
"1592","(10, 104)           ","0                   "
"1593","(10, 105)           ","0                   "
"1594","(10, 106)           ","0                   "
"1595","(10, 107)           ","0                   "
"1596","(10, 110)           ","0                   "
"1597","(10, 111)           ","0                   "
"1598","(10, 113)           ","0                   "
"1599","(10, 114)           ","0                   "
"1600","(10, 115)           ","0                   "
"1601","(10, 116)           ","0                   "
"1602","(10, 118)           ","0                   "
"1603","(10, 119)           ","0                   "
"1604","(10, 120)           ","0                   "
"1605","(10, 121)           ","0                   "
"1606","(10, 122)           ","0                   "
"1607","(10, 123)           ","0                   "
"1608","(10, 124)           ","0                   "
"1609","(10, 125)           ","0                   "
"1610","(10, 126)           ","0                   "
"1611","(10, 127)           ","0                   "
"1612","(10, 128)           ","0                   "
"1613","(10, 129)           ","0                   "
"1614","(10, 131)           ","0                   "
"1615","(10, 133)           ","0                   "
"1616","(10, 134)           ","0                   "
"1617","(10, 135)           ","0                   "
"1618","(10, 136)           ","0                   "
"1619","(10, 137)           ","0                   "
"1620","(10, 138)           ","0                   "
"1621","(10, 139)           ","0                   "
"1622","(10, 140)           ","0                   "
"1623","(10, 141)           ","0                   "
"1624","(10, 143)           ","0                   "
"1625","(10, 144)           ","0                   "
"1626","(10, 147)           ","0                   "
"1627","(10, 149)           ","0                   "
"1628","(10, 150)           ","0                   "
"1629","(10, 154)           ","0                   "
"1630","(10, 155)           ","0                   "
"1631","(10, 160)           ","0                   "
"1632","(10, 163)           ","0                   "
"1633","(10, 164)           ","0                   "
"1634","(10, 165)           ","0                   "
"1635","(10, 167)           ","0                   "
"1636","(10, 169)           ","0                   "
"1637","(10, 171)           ","0                   "
"1638","(10, 178)           ","0                   "
"1639","(10, 179)           ","0                   "
"1640","(10, 180)           ","0                   "
"1641","(10, 182)           ","0                   "
"1642","(10, 188)           ","0                   "
"1643","(10, 191)           ","0                   "
"1644","(10, 195)           ","0                   "
"1645","(10, 197)           ","0                   "
"1646","(10, 198)           ","0                   "
"1647","(10, 215)           ","0                   "
"1648","(10, 231)           ","0                   "
"1649","(10, 233)           ","0                   "
"1650","(10, 251)           ","0                   "
"1651","(11, 0)             ","0                   "
"1652","(11, 1)             ","0                   "
"1653","(11, 2)             ","0                   "
"1654","(11, 3)             ","0                   "
"1655","(11, 4)             ","0                   "
"1656","(11, 5)             ","0                   "
"1657","(11, 6)             ","0                   "
"1658","(11, 7)             ","0                   "
"1659","(11, 8)             ","0                   "
"1660","(11, 9)             ","0                   "
"1661","(11, 10)            ","0                   "
"1662","(11, 11)            ","0                   "
"1663","(11, 12)            ","0                   "
"1664","(11, 13)            ","0                   "
"1665","(11, 14)            ","0                   "
"1666","(11, 15)            ","0                   "
"1667","(11, 16)            ","0                   "
"1668","(11, 17)            ","0                   "
"1669","(11, 19)            ","0                   "
"1670","(11, 20)            ","0                   "
"1671","(11, 21)            ","0                   "
"1672","(11, 22)            ","0                   "
"1673","(11, 24)            ","0                   "
"1674","(11, 25)            ","0                   "
"1675","(11, 26)            ","0                   "
"1676","(11, 28)            ","0                   "
"1677","(11, 29)            ","0                   "
"1678","(11, 30)            ","0                   "
"1679","(11, 31)            ","0                   "
"1680","(11, 32)            ","0                   "
"1681","(11, 33)            ","0                   "
"1682","(11, 34)            ","0                   "
"1683","(11, 35)            ","0                   "
"1684","(11, 36)            ","0                   "
"1685","(11, 37)            ","0                   "
"1686","(11, 38)            ","0                   "
"1687","(11, 39)            ","0                   "
"1688","(11, 40)            ","0                   "
"1689","(11, 42)            ","0                   "
"1690","(11, 45)            ","0                   "
"1691","(11, 48)            ","0                   "
"1692","(11, 50)            ","0                   "
"1693","(11, 51)            ","0                   "
"1694","(11, 52)            ","0                   "
"1695","(11, 53)            ","0                   "
"1696","(11, 54)            ","0                   "
"1697","(11, 55)            ","0                   "
"1698","(11, 56)            ","0                   "
"1699","(11, 60)            ","0                   "
"1700","(11, 61)            ","0                   "
"1701","(11, 62)            ","0                   "
"1702","(11, 63)            ","0                   "
"1703","(11, 65)            ","0                   "
"1704","(11, 66)            ","0                   "
"1705","(11, 68)            ","0                   "
"1706","(11, 69)            ","0                   "
"1707","(11, 71)            ","0                   "
"1708","(11, 73)            ","0                   "
"1709","(11, 74)            ","0                   "
"1710","(11, 75)            ","0                   "
"1711","(11, 77)            ","0                   "
"1712","(11, 78)            ","0                   "
"1713","(11, 84)            ","0                   "
"1714","(11, 85)            ","0                   "
"1715","(11, 87)            ","0                   "
"1716","(11, 88)            ","0                   "
"1717","(11, 89)            ","0                   "
"1718","(11, 90)            ","0                   "
"1719","(11, 93)            ","0                   "
"1720","(11, 95)            ","0                   "
"1721","(11, 99)            ","0                   "
"1722","(11, 100)           ","0                   "
"1723","(11, 101)           ","0                   "
"1724","(11, 102)           ","0                   "
"1725","(11, 105)           ","0                   "
"1726","(11, 106)           ","0                   "
"1727","(11, 107)           ","0                   "
"1728","(11, 110)           ","0                   "
"1729","(11, 113)           ","0                   "
"1730","(11, 119)           ","0                   "
"1731","(11, 121)           ","0                   "
"1732","(11, 123)           ","0                   "
"1733","(11, 125)           ","0                   "
"1734","(11, 128)           ","0                   "
"1735","(11, 136)           ","0                   "
"1736","(11, 138)           ","0                   "
"1737","(11, 140)           ","0                   "
"1738","(11, 141)           ","0                   "
"1739","(11, 143)           ","0                   "
"1740","(11, 160)           ","0                   "
"1741","(11, 167)           ","0                   "
"1742","(11, 169)           ","0                   "
"1743","(11, 180)           ","0                   "
"1744","(11, 187)           ","0                   "
"1745","(11, 191)           ","0                   "
"1746","(11, 215)           ","0                   "
"1747","(11, 225)           ","0                   "
"1748","(12, 0)             ","0                   "
"1749","(12, 1)             ","0                   "
"1750","(12, 2)             ","0                   "
"1751","(12, 3)             ","0                   "
"1752","(12, 4)             ","0                   "
"1753","(12, 5)             ","0                   "
"1754","(12, 6)             ","0                   "
"1755","(12, 7)             ","0                   "
"1756","(12, 8)             ","0                   "
"1757","(12, 9)             ","0                   "
"1758","(12, 10)            ","0                   "
"1759","(12, 11)            ","0                   "
"1760","(12, 12)            ","0                   "
"1761","(12, 13)            ","0                   "
"1762","(12, 14)            ","0                   "
"1763","(12, 15)            ","0                   "
"1764","(12, 16)            ","0                   "
"1765","(12, 17)            ","0                   "
"1766","(12, 18)            ","0                   "
"1767","(12, 19)            ","0                   "
"1768","(12, 20)            ","0                   "
"1769","(12, 21)            ","0                   "
"1770","(12, 22)            ","0                   "
"1771","(12, 23)            ","0                   "
"1772","(12, 24)            ","0                   "
"1773","(12, 25)            ","0                   "
"1774","(12, 26)            ","0                   "
"1775","(12, 27)            ","0                   "
"1776","(12, 28)            ","0                   "
"1777","(12, 29)            ","0                   "
"1778","(12, 30)            ","0                   "
"1779","(12, 31)            ","0                   "
"1780","(12, 32)            ","0                   "
"1781","(12, 33)            ","0                   "
"1782","(12, 34)            ","0                   "
"1783","(12, 35)            ","0                   "
"1784","(12, 36)            ","0                   "
"1785","(12, 37)            ","0                   "
"1786","(12, 38)            ","0                   "
"1787","(12, 39)            ","0                   "
"1788","(12, 40)            ","0                   "
"1789","(12, 41)            ","0                   "
"1790","(12, 42)            ","0                   "
"1791","(12, 43)            ","0                   "
"1792","(12, 44)            ","0                   "
"1793","(12, 45)            ","0                   "
"1794","(12, 46)            ","0                   "
"1795","(12, 47)            ","0                   "
"1796","(12, 48)            ","0                   "
"1797","(12, 49)            ","0                   "
"1798","(12, 50)            ","0                   "
"1799","(12, 51)            ","0                   "
"1800","(12, 52)            ","0                   "
"1801","(12, 53)            ","0                   "
"1802","(12, 54)            ","0                   "
"1803","(12, 55)            ","0                   "
"1804","(12, 56)            ","0                   "
"1805","(12, 57)            ","0                   "
"1806","(12, 58)            ","0                   "
"1807","(12, 59)            ","0                   "
"1808","(12, 60)            ","0                   "
"1809","(12, 61)            ","0                   "
"1810","(12, 62)            ","0                   "
"1811","(12, 63)            ","0                   "
"1812","(12, 64)            ","0                   "
"1813","(12, 65)            ","0                   "
"1814","(12, 66)            ","0                   "
"1815","(12, 68)            ","0                   "
"1816","(12, 69)            ","0                   "
"1817","(12, 70)            ","0                   "
"1818","(12, 71)            ","0                   "
"1819","(12, 72)            ","0                   "
"1820","(12, 73)            ","0                   "
"1821","(12, 74)            ","0                   "
"1822","(12, 75)            ","0                   "
"1823","(12, 76)            ","0                   "
"1824","(12, 77)            ","0                   "
"1825","(12, 78)            ","0                   "
"1826","(12, 80)            ","0                   "
"1827","(12, 82)            ","0                   "
"1828","(12, 83)            ","0                   "
"1829","(12, 84)            ","0                   "
"1830","(12, 85)            ","0                   "
"1831","(12, 86)            ","0                   "
"1832","(12, 87)            ","0                   "
"1833","(12, 88)            ","0                   "
"1834","(12, 89)            ","0                   "
"1835","(12, 90)            ","0                   "
"1836","(12, 91)            ","0                   "
"1837","(12, 92)            ","0                   "
"1838","(12, 93)            ","0                   "
"1839","(12, 94)            ","0                   "
"1840","(12, 95)            ","0                   "
"1841","(12, 96)            ","0                   "
"1842","(12, 97)            ","0                   "
"1843","(12, 99)            ","0                   "
"1844","(12, 100)           ","0                   "
"1845","(12, 101)           ","0                   "
"1846","(12, 102)           ","0                   "
"1847","(12, 103)           ","0                   "
"1848","(12, 105)           ","0                   "
"1849","(12, 106)           ","0                   "
"1850","(12, 107)           ","0                   "
"1851","(12, 110)           ","0                   "
"1852","(12, 111)           ","0                   "
"1853","(12, 112)           ","0                   "
"1854","(12, 113)           ","0                   "
"1855","(12, 114)           ","0                   "
"1856","(12, 116)           ","0                   "
"1857","(12, 117)           ","0                   "
"1858","(12, 118)           ","0                   "
"1859","(12, 119)           ","0                   "
"1860","(12, 122)           ","0                   "
"1861","(12, 123)           ","0                   "
"1862","(12, 124)           ","0                   "
"1863","(12, 125)           ","0                   "
"1864","(12, 126)           ","0                   "
"1865","(12, 127)           ","0                   "
"1866","(12, 129)           ","0                   "
"1867","(12, 131)           ","0                   "
"1868","(12, 133)           ","0                   "
"1869","(12, 134)           ","0                   "
"1870","(12, 135)           ","0                   "
"1871","(12, 136)           ","0                   "
"1872","(12, 137)           ","0                   "
"1873","(12, 138)           ","0                   "
"1874","(12, 139)           ","0                   "
"1875","(12, 140)           ","0                   "
"1876","(12, 141)           ","0                   "
"1877","(12, 142)           ","0                   "
"1878","(12, 143)           ","0                   "
"1879","(12, 144)           ","0                   "
"1880","(12, 147)           ","0                   "
"1881","(12, 149)           ","0                   "
"1882","(12, 150)           ","0                   "
"1883","(12, 152)           ","0                   "
"1884","(12, 154)           ","0                   "
"1885","(12, 155)           ","0                   "
"1886","(12, 156)           ","0                   "
"1887","(12, 157)           ","0                   "
"1888","(12, 158)           ","0                   "
"1889","(12, 163)           ","0                   "
"1890","(12, 164)           ","0                   "
"1891","(12, 165)           ","0                   "
"1892","(12, 166)           ","0                   "
"1893","(12, 167)           ","0                   "
"1894","(12, 169)           ","0                   "
"1895","(12, 171)           ","0                   "
"1896","(12, 178)           ","0                   "
"1897","(12, 179)           ","0                   "
"1898","(12, 180)           ","0                   "
"1899","(12, 181)           ","0                   "
"1900","(12, 182)           ","0                   "
"1901","(12, 191)           ","0                   "
"1902","(12, 193)           ","0                   "
"1903","(12, 202)           ","0                   "
"1904","(12, 211)           ","0                   "
"1905","(12, 215)           ","0                   "
"1906","(12, 229)           ","0                   "
"1907","(12, 230)           ","0                   "
"1908","(13, 0)             ","0                   "
"1909","(13, 1)             ","0                   "
"1910","(13, 2)             ","0                   "
"1911","(13, 3)             ","0                   "
"1912","(13, 4)             ","0                   "
"1913","(13, 5)             ","0                   "
"1914","(13, 6)             ","0                   "
"1915","(13, 7)             ","0                   "
"1916","(13, 8)             ","0                   "
"1917","(13, 9)             ","0                   "
"1918","(13, 10)            ","0                   "
"1919","(13, 11)            ","0                   "
"1920","(13, 12)            ","0                   "
"1921","(13, 13)            ","0                   "
"1922","(13, 14)            ","0                   "
"1923","(13, 15)            ","0                   "
"1924","(13, 16)            ","0                   "
"1925","(13, 17)            ","0                   "
"1926","(13, 18)            ","0                   "
"1927","(13, 19)            ","0                   "
"1928","(13, 20)            ","0                   "
"1929","(13, 21)            ","0                   "
"1930","(13, 22)            ","0                   "
"1931","(13, 23)            ","0                   "
"1932","(13, 24)            ","0                   "
"1933","(13, 25)            ","0                   "
"1934","(13, 26)            ","0                   "
"1935","(13, 28)            ","0                   "
"1936","(13, 29)            ","0                   "
"1937","(13, 30)            ","0                   "
"1938","(13, 32)            ","0                   "
"1939","(13, 33)            ","0                   "
"1940","(13, 34)            ","0                   "
"1941","(13, 35)            ","0                   "
"1942","(13, 36)            ","0                   "
"1943","(13, 37)            ","0                   "
"1944","(13, 38)            ","0                   "
"1945","(13, 39)            ","0                   "
"1946","(13, 40)            ","0                   "
"1947","(13, 41)            ","0                   "
"1948","(13, 43)            ","0                   "
"1949","(13, 45)            ","0                   "
"1950","(13, 46)            ","0                   "
"1951","(13, 48)            ","0                   "
"1952","(13, 50)            ","0                   "
"1953","(13, 51)            ","0                   "
"1954","(13, 52)            ","0                   "
"1955","(13, 53)            ","0                   "
"1956","(13, 54)            ","0                   "
"1957","(13, 55)            ","0                   "
"1958","(13, 56)            ","0                   "
"1959","(13, 58)            ","0                   "
"1960","(13, 59)            ","0                   "
"1961","(13, 60)            ","0                   "
"1962","(13, 61)            ","0                   "
"1963","(13, 62)            ","0                   "
"1964","(13, 63)            ","0                   "
"1965","(13, 66)            ","0                   "
"1966","(13, 68)            ","0                   "
"1967","(13, 69)            ","0                   "
"1968","(13, 75)            ","0                   "
"1969","(13, 83)            ","0                   "
"1970","(13, 87)            ","0                   "
"1971","(13, 88)            ","0                   "
"1972","(13, 90)            ","0                   "
"1973","(13, 97)            ","0                   "
"1974","(13, 110)           ","0                   "
"1975","(13, 113)           ","0                   "
"1976","(13, 124)           ","0                   "
"1977","(13, 127)           ","0                   "
"1978","(14, 0)             ","0                   "
"1979","(14, 1)             ","0                   "
"1980","(14, 2)             ","0                   "
"1981","(14, 3)             ","0                   "
"1982","(14, 4)             ","0                   "
"1983","(14, 5)             ","0                   "
"1984","(14, 6)             ","0                   "
"1985","(14, 7)             ","0                   "
"1986","(14, 8)             ","0                   "
"1987","(14, 9)             ","0                   "
"1988","(14, 10)            ","0                   "
"1989","(14, 11)            ","0                   "
"1990","(14, 12)            ","0                   "
"1991","(14, 13)            ","0                   "
"1992","(14, 14)            ","0                   "
"1993","(14, 15)            ","0                   "
"1994","(14, 16)            ","0                   "
"1995","(14, 17)            ","0                   "
"1996","(14, 18)            ","0                   "
"1997","(14, 19)            ","0                   "
"1998","(14, 20)            ","0                   "
"1999","(14, 21)            ","0                   "
"2000","(14, 22)            ","0                   "
"2001","(14, 23)            ","0                   "
"2002","(14, 24)            ","0                   "
"2003","(14, 25)            ","0                   "
"2004","(14, 26)            ","0                   "
"2005","(14, 27)            ","0                   "
"2006","(14, 28)            ","0                   "
"2007","(14, 29)            ","0                   "
"2008","(14, 30)            ","0                   "
"2009","(14, 31)            ","0                   "
"2010","(14, 32)            ","0                   "
"2011","(14, 33)            ","0                   "
"2012","(14, 34)            ","0                   "
"2013","(14, 35)            ","0                   "
"2014","(14, 36)            ","0                   "
"2015","(14, 37)            ","0                   "
"2016","(14, 38)            ","0                   "
"2017","(14, 39)            ","0                   "
"2018","(14, 40)            ","0                   "
"2019","(14, 41)            ","0                   "
"2020","(14, 42)            ","0                   "
"2021","(14, 43)            ","0                   "
"2022","(14, 44)            ","0                   "
"2023","(14, 45)            ","0                   "
"2024","(14, 46)            ","0                   "
"2025","(14, 47)            ","0                   "
"2026","(14, 48)            ","0                   "
"2027","(14, 49)            ","0                   "
"2028","(14, 50)            ","0                   "
"2029","(14, 51)            ","0                   "
"2030","(14, 52)            ","0                   "
"2031","(14, 53)            ","0                   "
