"","locations","input"
"824","(5, 63)             ","0                   "
"825","(5, 64)             ","0                   "
"826","(5, 65)             ","0                   "
"827","(5, 66)             ","0                   "
"828","(5, 68)             ","0                   "
"829","(5, 69)             ","0                   "
"830","(5, 73)             ","0                   "
"831","(5, 74)             ","0                   "
"832","(5, 75)             ","0                   "
"833","(5, 76)             ","0                   "
"834","(5, 77)             ","0                   "
"835","(5, 83)             ","0                   "
"836","(5, 85)             ","0                   "
"837","(5, 86)             ","0                   "
"838","(5, 87)             ","0                   "
"839","(5, 88)             ","0                   "
"840","(5, 89)             ","0                   "
"841","(5, 90)             ","0                   "
"842","(5, 91)             ","0                   "
"843","(5, 92)             ","0                   "
"844","(5, 94)             ","0                   "
"845","(5, 95)             ","0                   "
"846","(5, 97)             ","0                   "
"847","(5, 98)             ","0                   "
"848","(5, 99)             ","0                   "
"849","(5, 100)            ","0                   "
"850","(5, 101)            ","0                   "
"851","(5, 103)            ","0                   "
"852","(5, 105)            ","0                   "
"853","(5, 106)            ","0                   "
"854","(5, 107)            ","0                   "
"855","(5, 110)            ","0                   "
"856","(5, 111)            ","0                   "
"857","(5, 113)            ","0                   "
"858","(5, 116)            ","0                   "
"859","(5, 119)            ","0                   "
"860","(5, 122)            ","0                   "
"861","(5, 124)            ","0                   "
"862","(5, 126)            ","0                   "
"863","(5, 127)            ","0                   "
"864","(5, 129)            ","0                   "
"865","(5, 136)            ","0                   "
"866","(5, 137)            ","0                   "
"867","(5, 139)            ","0                   "
"868","(5, 141)            ","0                   "
